subject,topic,subtopic,skill_tags,difficulty,cognitive_level,answer_type,question_text,option_a,option_b,option_c,option_d,correct_answer,numerical_tolerance,solution,explanation,reference
Feedback and Control Systems,Introduction to Control Systems,Mathematical Modelling 2 (Impulse and Step Response to Transfer Function),partial-fractions;second-order;step-response,4,analysis,numerical_tolerance,A system has unit-step response $c(t)=1-2e^{-t}+e^{-2t}$ for $t\ge0$. Find its DC gain $G(0)$.,,,,,1,0.001,"$C(s)=1/s-2/(s+1)+1/(s+2)$; multiplying by $s$ gives $G(s)=2/[(s+1)(s+2)]$, so $G(0)=2/2=1$.","The final value of the step response equals the DC gain, confirming $G(0)=1$.",
Feedback and Control Systems,Introduction to Control Systems,Mathematical Modelling 2 (Impulse and Step Response to Transfer Function),impulse-response;transfer-function;two-modes,5,analysis,numerical_tolerance,A system has impulse response $h(t)=2e^{-t}-2e^{-3t}$ for $t\ge0$. Evaluate its transfer function at $s=1$.,,,,,0.5,1%,$G(s)=2/(s+1)-2/(s+3)=4/[(s+1)(s+3)]$. At $s=1$: $4/(2\cdot4)=0.5$.,Combining the two first-order terms reveals a second-order system with no finite zero.,
Feedback and Control Systems,Introduction to Control Systems,Mathematical Modelling 2 (Impulse and Step Response to Transfer Function),step-response;transfer-function,6,application,multiple_choice_single,A system has unit-step response $c(t)=1-e^{-3t}$ for $t\ge0$. What is $G(s)$?,$1/(s+3)$,$3/(s+3)$,$3/[s(s+3)]$,$s/(s+3)$,B,,,,
Feedback and Control Systems,Introduction to Control Systems,Mathematical Modelling 2 (Impulse and Step Response to Transfer Function),dc-gain;first-order;step-response,8,analysis,multiple_choice_single,A system has unit-step response $c(t)=2(1-e^{-4t})$. Which transfer function produces this response?,$2/(s+4)$,$8/[s(s+4)]$,$4/(s+2)$,$8/(s+4)$,D,,,,
Feedback and Control Systems,Introduction to Control Systems,Mathematical Modelling 2 (Impulse and Step Response to Transfer Function),partial-fractions;second-order;step-response,10,analysis,multiple_choice_single,A system has unit-step response $c(t)=1-2e^{-t}+e^{-2t}$. Determine $G(s)$.,$2/[(s+1)(s+2)]$,$1/[(s+1)(s+2)]$,$2/[s(s+1)(s+2)]$,$(s+2)/(s+1)$,A,,,,
Feedback and Control Systems,Introduction to Control Systems,"Transfer Function (Poles, Zeros, Gain, Pole-Zero Map)",definition;poles;transfer-function,1,recall,text_short,What name is given to the roots of the denominator polynomial of a transfer function?,,,,,poles|pole|the poles,,Denominator roots are the poles; they determine the natural modes and hence stability.,"Numerator roots are the zeros, which shape how strongly each mode is excited.",
Feedback and Control Systems,Introduction to Control Systems,"Transfer Function (Poles, Zeros, Gain, Pole-Zero Map)",poles;transfer-function;zeros,2,recall,multiple_choice_single,"For $G(s)=5(s+2)/[(s+1)(s+4)]$, which value is a zero?",$-4$,$-1$,$-2$,$5$,C,,,,
Feedback and Control Systems,Introduction to Control Systems,"Transfer Function (Poles, Zeros, Gain, Pole-Zero Map)",counting;transfer-function;zeros,2,comprehension,numerical_tolerance,"For $G(s)=5(s+2)(s+6)/[s(s+1)(s+4)(s+9)]$, find the number of finite zeros.",,,,,2,0,The numerator factors $(s+2)$ and $(s+6)$ give finite zeros at $-2$ and $-6$: two in total.,The gain 5 contributes no zero; the two extra zeros of this system lie at infinity.,
Feedback and Control Systems,Introduction to Control Systems,"Transfer Function (Poles, Zeros, Gain, Pole-Zero Map)",factoring;transfer-function;zero-location,3,application,numerical_tolerance,"For $G(s)=(2s+6)/(s^2+5s+6)$, find the location of the finite zero.",,,,,-3,0.001,"$2s+6=2(s+3)$, so the zero is at $s=-3$.","Note this zero coincides with a denominator root, so it cancels a pole in the reduced form.",
Feedback and Control Systems,Introduction to Control Systems,"Transfer Function (Poles, Zeros, Gain, Pole-Zero Map)",pole-location;pole-zero-map,4,comprehension,multiple_choice_single,A pole-zero map shows poles at $s=-2\pm j3$ and a zero at $s=-5$. How many poles does the system have?,One,Two,Three,Five,B,,,,
Feedback and Control Systems,Introduction to Control Systems,"Transfer Function (Poles, Zeros, Gain, Pole-Zero Map)",dc-gain;gain;pole-zero-form;transfer-function,4,analysis,numerical_tolerance,"A system has poles at $-1$ and $-4$, a single zero at $-2$, and DC gain $G(0)=2$. Writing $G(s)=K(s+2)/[(s+1)(s+4)]$, find $K$.",,,,,4,0.001,"$G(0)=K\cdot2/(1\cdot4)=K/2=2$, so $K=4$.",The gain $K$ is not the DC gain unless the pole and zero factors happen to cancel numerically.,
Feedback and Control Systems,Introduction to Control Systems,"Transfer Function (Poles, Zeros, Gain, Pole-Zero Map)",pole-excess;relative-degree;transfer-function,5,analysis,text_short,What term describes the difference between the number of poles and the number of finite zeros of a transfer function?,,,,,relative degree|pole excess|pole-zero excess|relative order|degree excess,,For $n$ poles and $m$ finite zeros the relative degree is $n-m$; it equals the number of zeros at infinity.,"Relative degree fixes the high-frequency roll-off, namely $-20(n-m)$ dB/decade.",
Feedback and Control Systems,Introduction to Control Systems,"Transfer Function (Poles, Zeros, Gain, Pole-Zero Map)",factored-form;gain;transfer-function,6,application,multiple_choice_single,Write $G(s)=(2s+6)/(s^2+5s+6)$ in pole-zero-gain form.,$(s+3)/[(s+2)(s+3)]$,$2(s+6)/[(s+2)(s+3)]$,$6(s+2)/[(s+1)(s+6)]$,$2(s+3)/[(s+2)(s+3)]$,D,,"We first factor the numerator and denominator.

The numerator is  
$$2s+6 = 2(s+3).$$

The denominator is  
$$s^2+5s+6 = (s+2)(s+3).$$

Putting them together gives  
$$G(s) = \frac{2(s+3)}{(s+2)(s+3)}.$$

This is already in pole-zero-gain form, with gain $2$, a zero at $s=-3$, a pole at $s=-2$, and a pole at $s=-3$ (which cancels the zero).

The correct choice is D.",,
Feedback and Control Systems,Introduction to Control Systems,"Transfer Function (Poles, Zeros, Gain, Pole-Zero Map)",dc-gain;poles;transfer-function;zeros,8,analysis,multiple_choice_single,"A system has poles at $-1$ and $-4$, one zero at $-2$, and DC gain $G(0)=2$. What is $G(s)$?",$4(s+2)/[(s+1)(s+4)]$,$2(s+2)/[(s+1)(s+4)]$,$(s+2)/[(s+1)(s+4)]$,$8(s+2)/[(s+1)(s+4)]$,A,,,,
Feedback and Control Systems,Introduction to Control Systems,"Transfer Function (Poles, Zeros, Gain, Pole-Zero Map)",analysis;hidden-modes;pole-zero-cancellation,10,evaluation,multiple_choice_single,Why can exact cancellation of an unstable plant pole by a controller zero be risky in practice?,It always increases the system type by two,It makes the closed-loop gain exactly zero,Small modeling errors can leave an unstable internal mode uncancelled,It converts every pole into a zero at the origin,C,,,,
Feedback and Control Systems,Modelling of Dynamic Systems,Electrical Networks,electrical-modeling;impedance;inductor,1,recall,text_short,"What is the Laplace-domain impedance of an inductor $L$, assuming zero initial current?",,,,,Ls|sL|L*s|s*L|Ls ohms|LS,,"From $v=L\,di/dt$ with zero initial current, $V(s)=LsI(s)$, so $Z(s)=Ls$.",The capacitor counterpart is $1/(Cs)$; inverting the two is the usual error.,
Feedback and Control Systems,Modelling of Dynamic Systems,Electrical Networks,capacitor;electrical-modeling;impedance,2,recall,multiple_choice_single,What is the Laplace-domain impedance of a capacitor $C$ under zero initial conditions?,$Cs$,$1/(Cs)$,$C/s$,$s/C$,B,,,,
Feedback and Control Systems,Modelling of Dynamic Systems,Electrical Networks,electrical-modeling;pole-location;rc-circuit,2,application,numerical_tolerance,"A series $RC$ circuit has $R=10\,\text{k}\Omega$ and $C=1\,\mu$F, with the output taken across the capacitor. Find the magnitude of the pole in rad/s.",,,,,100,0.001,"$V_o/V_i=1/(1+RCs)$, giving a pole at $s=-1/(RC)$. With $RC=10^4\times10^{-6}=0.01$ s, $|p|=100$ rad/s.",The pole magnitude is the reciprocal of the time constant $RC$.,
Feedback and Control Systems,Modelling of Dynamic Systems,Electrical Networks,electrical-modeling;rl-circuit;time-constant,3,application,numerical_tolerance,"A series $RL$ circuit has $R=4\,\Omega$ and $L=2$ H, with the output voltage taken across $R$. Find the time constant in seconds.",,,,,0.5,1%,"$V_R/V_i=R/(R+Ls)=1/(1+(L/R)s)$, so $\tau=L/R=2/4=0.5$ s.","For an $RL$ circuit the time constant is $L/R$, not $RL$ or $R/L$.",
Feedback and Control Systems,Modelling of Dynamic Systems,Electrical Networks,electrical-modeling;low-pass;rc-circuit,4,application,multiple_choice_single,"For a series $RC$ circuit with the output across the capacitor, what is $V_o(s)/V_i(s)$?",$RCs/(1+RCs)$,$1/(R+Cs)$,$(1+RCs)/(RCs)$,$1/(1+RCs)$,D,,,,
Feedback and Control Systems,Modelling of Dynamic Systems,Electrical Networks,damping-ratio;electrical-modeling;rlc-circuit,4,analysis,numerical_tolerance,"A series $RLC$ circuit has $R=6\,\Omega$, $L=1$ H, and $C=0.01$ F, with the output across the capacitor. Find the damping ratio $\zeta$.",,,,,0.3,1%,"$V_o/V_i=1/(LCs^2+RCs+1)=\omega_n^2/(s^2+2\zeta\omega_n s+\omega_n^2)$ with $\omega_n=1/\sqrt{LC}=10$ rad/s. Then $2\zeta\omega_n=R/L=6$, so $\zeta=6/20=0.3$.","Equivalently $\zeta=(R/2)\sqrt{C/L}=3\times0.1=0.3$, an underdamped circuit.",
Feedback and Control Systems,Modelling of Dynamic Systems,Electrical Networks,electrical-modeling;force-voltage-analogy,5,analysis,text_short,"In the force-voltage analogy between translational mechanical and electrical systems, which mechanical element corresponds to inductance?",,,,,mass|the mass|M|inertia,,"Comparing $M\ddot x+B\dot x+Kx=F$ with $L\ddot q+R\dot q+q/C=v$ pairs $M$ with $L$, $B$ with $R$, and $K$ with $1/C$.","In the alternative force-current analogy, mass instead corresponds to capacitance.",
Feedback and Control Systems,Modelling of Dynamic Systems,Electrical Networks,electrical-modeling;first-order;rl-circuit,6,application,multiple_choice_single,A series $RL$ circuit has input voltage $V_i$ and output voltage across $R$. What is $V_R(s)/V_i(s)$?,$R/(R+Ls)$,$Ls/(R+Ls)$,$1/(RLs)$,$(R+Ls)/R$,A,,,,
Feedback and Control Systems,Modelling of Dynamic Systems,Electrical Networks,electrical-modeling;rlc-circuit;second-order,8,analysis,multiple_choice_single,"For a series $RLC$ circuit with output across the capacitor, which transfer function is correct?",$LCs^2/(LCs^2+RCs+1)$,$RCs/(LCs^2+RCs+1)$,$1/(LCs^2+RCs+1)$,$1/(RCs^2+LCs+1)$,C,,,,
Feedback and Control Systems,Modelling of Dynamic Systems,Electrical Networks,electrical-modeling;loaded-rc-network;voltage-divider,10,analysis,multiple_choice_single,A resistor $R_1$ is in series with a branch consisting of $R_2$ in parallel with capacitor $C$. The output is the branch voltage. What is $V_o/V_i$?,$R_1/[R_1+R_2+sR_1R_2C]$,$R_2/[R_1+R_2+sR_1R_2C]$,$(1+sR_2C)/(R_1+R_2)$,$R_2/(R_1+R_2+sR_2C)$,B,,,,
Feedback and Control Systems,Modelling of Dynamic Systems,Translational Mechanical System (Spring-Mass-Damper System),constitutive-law;damper;mechanical-modeling,1,recall,text_short,"In a translational mechanical system, which element produces a force proportional to velocity?",,,,,damper|viscous damper|dashpot|the damper|friction,,"A viscous damper obeys $f=B\dot x$, so its force is proportional to velocity.",The spring force depends on displacement and the inertial force on acceleration.,
Feedback and Control Systems,Modelling of Dynamic Systems,Translational Mechanical System (Spring-Mass-Damper System),damper;mass;mechanical-modeling;spring,2,recall,multiple_choice_single,Which force relation corresponds to a viscous damper with damping coefficient B?,$F=Bx$,$F=B\ddot x$,$F=x/B$,$F=B\dot x$,D,,,,
Feedback and Control Systems,Modelling of Dynamic Systems,Translational Mechanical System (Spring-Mass-Damper System),mechanical-modeling;natural-frequency;spring-mass-damper,2,application,numerical_tolerance,"A spring-mass-damper system has $M=2$ kg, $B=8$ N$\cdot$s/m, and $K=32$ N/m. Find the undamped natural frequency $\omega_n$ in rad/s.",,,,,4,0.001,"$X/F=1/(Ms^2+Bs+K)$, so $\omega_n=\sqrt{K/M}=\sqrt{32/2}=4$ rad/s.",Dividing through by $M$ first prevents the common error $\omega_n=\sqrt{K}$.,
Feedback and Control Systems,Modelling of Dynamic Systems,Translational Mechanical System (Spring-Mass-Damper System),damping-ratio;mechanical-modeling;spring-mass-damper,3,application,numerical_tolerance,"For the same system with $M=2$ kg, $B=8$ N$\cdot$s/m, and $K=32$ N/m, find the damping ratio $\zeta$.",,,,,0.5,1%,"$2\zeta\omega_n=B/M=4$ with $\omega_n=4$, so $\zeta=4/8=0.5$. Equivalently $\zeta=B/(2\sqrt{KM})=8/16=0.5$.","The system is underdamped, so a step force produces an oscillatory approach to equilibrium.",
Feedback and Control Systems,Modelling of Dynamic Systems,Translational Mechanical System (Spring-Mass-Damper System),mechanical-modeling;spring-mass-damper;transfer-function,4,application,multiple_choice_single,"For $M\ddot x+B\dot x+Kx=F(t)$, what is $X(s)/F(s)$ under zero initial conditions?",$1/(Ms^2+Bs+K)$,$s/(Ms^2+Bs+K)$,$(Ms^2+Bs+K)^{-1}s^2$,$(Ms^2+Bs+K)$,A,,,,
Feedback and Control Systems,Modelling of Dynamic Systems,Translational Mechanical System (Spring-Mass-Damper System),dc-gain;mechanical-modeling;static-deflection,4,analysis,numerical_tolerance,A spring-mass-damper system with $K=250$ N/m is driven by a constant force of 50 N. Find the steady-state displacement in metres.,,,,,0.2,1%,"At steady state all derivatives vanish, so $Kx_{ss}=F$ and $x_{ss}=50/250=0.2$ m. Equivalently the DC gain is $1/K$.","Neither $M$ nor $B$ affects the final displacement, only how the system gets there.",
Feedback and Control Systems,Modelling of Dynamic Systems,Translational Mechanical System (Spring-Mass-Damper System),mechanical-modeling;spring;steady-state,5,analysis,text_short,"A constant force is applied to a spring-mass-damper system. At steady state, which single element determines the final displacement?",,,,,spring|the spring|stiffness|spring constant|K,,"With $\dot x=\ddot x=0$ the damper and mass forces vanish, leaving $Kx_{ss}=F$.","Mass and damping govern only the transient, which is why $M$ and $B$ drop out at steady state.",
Feedback and Control Systems,Modelling of Dynamic Systems,Translational Mechanical System (Spring-Mass-Damper System),mechanical-modeling;velocity-output,6,application,multiple_choice_single,"For the same mass-spring-damper system, what is the transfer function from force to velocity?",$1/(Ms^2+Bs+K)$,$s^2/(Ms^2+Bs+K)$,$s/(Ms^2+Bs+K)$,$(Bs+K)/(Ms^2+Bs+K)$,C,,"The transfer function from force $F$ to displacement $X$ for a mass-spring-damper system is  
$$ \frac{X(s)}{F(s)} = \frac{1}{Ms^2 + Bs + K} $$  
since the equation of motion is $M\ddot{x} + B\dot{x} + Kx = f$.

Velocity $v(t) = \dot{x}(t)$ has Laplace transform $V(s) = s X(s)$ (assuming zero initial conditions). Therefore,  

$$ V(s) = s X(s) = s \cdot \frac{1}{Ms^2 + Bs + K} F(s) $$

Thus the transfer function from force to velocity is  

$$ \frac{V(s)}{F(s)} = \frac{s}{Ms^2 + Bs + K} $$

The correct choice is C. $s/(Ms^2+Bs+K)$.",,
